Category,Subcategory,Name,Location,Website,Map Coordinates,Mobile Numbers
Manufacturing & Industry,Automotive,G.D.S. Fiber World,"opposit to Dudhfarm chowk, Biratnagar, Nepal",www.gdsfiberworld.com,"26.4996028651311,87.28016591499",9841872556
Manufacturing & Industry,Automotive,Indrayani Motor Garage,"KhariBot, Vanasthali16, Kathmandu, Nepal",Indrayanimotors.com,"27.7319651256014,85.2921426529361",9841454628
Manufacturing & Industry,Automotive,Club Motors,"Nayabazar-9, Pokhara, Nepal",www.club-motors.business.site,"28.2181457003739,83.9899545985991",9856025381
Manufacturing & Industry,Automotive,Telematics Tech Pvt Ltd,"Sankhamul, Kathmandu, Nepal",www.telematics.com.np,"27.6842786346471,85.3342223167419",9802024051
Manufacturing & Industry,Automotive,ASB International Pvt. Ltd.,"Gattha Ghar, Bharatpur, Nepal",www.batas.org.np,"27.6770959364417,85.3772610425949",9851119694
Manufacturing & Industry,Water Treatment,Thermal Engineering,"Ghodaghodi Municipality, Sukhad Kailali Nepal, Dhangadhi",thermalengineeringboilerandburnersupplier.business.site/,"28.6699472933108,80.9588758370647",9800685535
Manufacturing & Industry,Water Treatment,Chemtronics Nepal Private Limited,"Murli-15 Brahma tole Behind National trading office, Birganj, Nepal",www.watertreatment.com.np,"27.0201775525263,84.8873072862625",9801198011
Manufacturing & Industry,Water Treatment,Hk Traders,"lazimpat road, panipokhari,kathmandu, Kathmandu, Nepal",www.thehktraders.com,"27.7280581693439,85.3244309389265",9851014194
Manufacturing & Industry,Water Treatment,AquaFreh Nepal & Solar Pvt. Ltd.,"Birendra Chowk, Kadaghari, Kathmandu, Nepal",www.watertechnepal.com/,"27.6978917647806,85.3712780250121",9841693975
Manufacturing & Industry,Water Treatment,Nepal Solar & Water Purifier Pvt. Ltd.,"sukedhara, ringroad, Kathmandu, Nepal",www.nepalsolar.com.np,"27.7243873677362,85.3447315266113",9851090220
Manufacturing & Industry,Water Treatment,Aarambha Energy and Electronics,"Satdobato-15, Lalitpur, Kathmandu, Nepal",www.aarambhaenergy.com,"27.6588235319791,85.3229784965515",9851088010
Manufacturing & Industry,Water Treatment,Kamla Polythene & Plastic Industries Pvt. Ltd,"Mujeliya-14, Janakpur, Nepal",www.bnmahtogroup.com,"26.7657768799637,85.9351813359375",9801622252
Manufacturing & Industry,Civil Engineering,Arris Designs,"mahalaxmi-9,lalitpur, Patan, Nepal",www.facebook.com/arrisdesigns,"27.6778940373456,85.3212511539459",9801163336
Manufacturing & Industry,Civil Engineering,Shree Haratimata Drilling Company Pvt. Ltd,"Ward No. 15, Syambhu, Dallu,, Kathmandu, Nepal",www.facebook.com/shmd.co,"27.7106276509227,85.2998723388748",9841565636
Manufacturing & Industry,Civil Engineering,Atrium Designers and Builders Pvt. Ltd.,"Anamnagar Kathmandu Nepal, Kathmandu",www.facebook.com/atriumdb,"27.6975294017283,85.3313038009219",9841641971
Manufacturing & Industry,Civil Engineering,Naxalaya Pvt. Ltd.,"Jhamshikhel chowk, Kathmandu, Nepal",http://www.naxalaya.com,"27.682774464007,85.3016819943084",9849102008
Manufacturing & Industry,Civil Engineering,ArEiCon Architects and Engineers Consultants,"Kupondole, Jawgal, Lalitpur, Nepal, Kathmandu",www.areicon.com.np,"27.6854534382742,85.318172313273",9849028039
Manufacturing & Industry,Civil Engineering,TriShakti Itta Bhatta Udhyog Pvt. Ltd.,"harisiddhi, lalitpur, Kathmandu, Nepal",http://www.facebook.com/trishaktibricks,"27.6388413,85.3420486",9851166448
Manufacturing & Industry,Civil Engineering,Aiden Engineering Pvt. Ltd.,"Dillibazar-33, Kathmandu, Nepal",aidenengineering.com/,"27.7054128466823,85.3264656832199",9843715705
Manufacturing & Industry,Civil Engineering,Mirror Technology and Training Center,"Rajmarg Chauraha, Butwal, Nepal",mirrortech.com.np,"27.6818691,83.4647135",9863630302
Manufacturing & Industry,Civil Engineering,Geospatial Innovation Solution (GIS) Pvt. Ltd.,"Chabahil-7, Gaurighat, Kathmandu, Kathmandu, Nepal",www.geospatialnepal.com.np,"27.7137449198021,85.3512232301",9851073570
Manufacturing & Industry,Civil Engineering,Medha Builders Pvt.Ltd,"kathmandu , Nepal, sankhumul, Kathmandu",www.medhabuilders.com/,"27.6772787113809,85.33250409375",9851148723
Manufacturing & Industry,Civil Engineering,PCT,"Swayambhu, Kathmandu, Kathmandu, Nepal",www.pct.com.np,"27.712945339512,85.289394557476",9818952881
Manufacturing & Industry,Civil Engineering,Manifold Consult Pvt. Ltd.,"Sahayoginagar-32, Kathmandu, Kathmandu, Nepal",www.manifoldconsult.com.np,"27.6817674614203,85.338812967944",9860131300
Manufacturing & Industry,Civil Engineering,Mega Techno & Services Group P. Ltd.,"Newbaneshwor, Kathmandu, Nepal., Kathmandu",www.expresslift.co.in,"27.7233236851696,85.3232738544922",9851194044
Manufacturing & Industry,Civil Engineering,Pumori Engineering Services Pvt. Ltd.,"Basanta Marg-351, Babarmahal, KMC-11, Kathmandu, Kathmandu, Nepal",www.pumorigroup.com,"27.690198,85.326005",9851109617
Manufacturing & Industry,Civil Engineering,PrefabhomesNepal,"Charkhal, Dillibazar, Kathmandu, Nepal, Kathmandu",www.aiden-group.com/prefab.php,"27.7056993969963,85.3259944761353",9843715705
Manufacturing & Industry,Civil Engineering,Rawa Engineering,"Bishalnagar, Kathmandu, Kathmandu, Nepal",rawaengineering.com,"27.720525,85.340303",9842286861
Manufacturing & Industry,Civil Engineering,Sutra Construction Pvt. Ltd.,"New Baneshwor, Way to Thapa Gau, Kathmandu, Nepal",www.sutraconstruction.com.np,"27.6880682985912,85.3416693056183",9851195379
Manufacturing & Industry,Furniture Manufacturers,Janaki Furniture - Janaki Steel Industries,"Biratnagar, Lekhnath Marg 77 , Sarouchiya, Biratnagar, Nepal",janakifurniture.com,"26.4577139160022,87.273656325145",9852022147
Manufacturing & Industry,Furniture Manufacturers,SLEEK KITCHEN CONCEPT,"Paschim Line, Itahari, Nepal",www.sleekworld.com,"26.6636553453894,87.2705900991973",9852055249
Manufacturing & Industry,Furniture Manufacturers,SLEEK KITCHEN BIRATNAGAR,"BIRATNAGAR 6, BHRIKUTI CHOWK, Biratnagar, Nepal",www.sleekworld.com,"26.4658237159734,87.2772346436978",9801025206
Manufacturing & Industry,Furniture Manufacturers,G.D.S. Fiber World,"opposit to Dudhfarm chowk, Biratnagar, Nepal",www.gdsfiberworld.com,"26.4996028651311,87.28016591499",9841872556
Manufacturing & Industry,Furniture Manufacturers,S. T. Fabrics Pvt. Ltd (ST Carpet),"Kutu Bahal Galli ( near aradhana petrol pump), Kathmandu, Nepal",stcarpetnepal.wordpress.com/,"27.7091816461111,85.3323662281036",9802030759
Manufacturing & Industry,Furniture Manufacturers,Rabi Furniture,"Dhalko, Chhetrapati, Kathmandu, Nepal",www.tamrakarfurniture.com/,"27.7098750303002,85.3086058795452",9803198255
Manufacturing & Industry,Furniture Manufacturers,UNIO EXPORTS,"Thamel Center 312,Chaksibari Mark,infront of kathmandu guest house .ktm,Nepal., Kathmandu",www.unionepal.com,"27.7151289344669,85.3103962540627",9841385232
Manufacturing & Industry,Furniture Manufacturers,Home Zone Furniture & Furnishing,"Bhanu chowk, Janakpur, Janakpur, Nepal",www.homezonenepal.webs.com,"26.7324644977481,85.9339535236359",9800800008
Manufacturing & Industry,Furniture Manufacturers,Nalmi Steel Furnishing,"Tersapatti-3 Pokhara, Pokhara, Nepal",http://www.nalmisteelfurnishingbusiness.site,"28.2295402034757,83.9867716713883",9808357732
Manufacturing & Industry,Furniture Manufacturers,Lord buddha himalayan enterprises,"mahepi road ,kathmandu,Nepal, Kathmandu",wholesalenepal.en.ecplaza.net/,"0,0",9851018264
Manufacturing & Industry,Furniture Manufacturers,Muskan Interior Pvt. Ltd,"Head office kamladi (opposite of kathmandu plaza) sub branch (santinagar), Kathmandu, Nepal",muskaninterior.com.np,"27.7100866659492,85.3223235346377",9851036507
Manufacturing & Industry,Furniture Manufacturers,DURGE SHREE FURNITURES,"kamal pokhrari, Kathmandu, Nepal","nepal-solution.com,durgeshree.com","27.7103546976054,85.3277125954628",9851072105
Manufacturing & Industry,Furniture Manufacturers,Quest Interiors (P) Ltd.,"Guheshwori Town Planning, Siddartha Chowk, Kathmandu, Nepal",www.questinteriors.com.np,"27.7135031256301,85.3619298508148",9851040767
Manufacturing & Industry,Industrial Automation,Real Time Solutions Pvt. Ltd,"Dhobighat, Jhamsikhel, Kathmandu, Kathmandu, Nepal",http://www.rts.com.np,"27.6754117056873,85.3084218801098",9801074963
Manufacturing & Industry,Industrial Automation,Helmets Nepal,"Anamnaga, kathmandu, Kathmandu, Nepal",helmetsnepal.com/,"27.6943250687331,85.3200280666351",9802061944
Manufacturing & Industry,Industrial Automation,Eco Cell Industries,"Banepa, Kavre, Kathmandu, Nepal",ecocell.com.np/?url=about,"27.6314404,85.4977832",9841006554
Manufacturing & Industry,Industrial Automation,Phoenix Solutions,"Maitidevi, Kathmandu, Nepal",www.phoenixsolutions.com.np,"27.70399,85.3326",9851128097
Manufacturing & Industry,Industrial Automation,S. T. Fabrics Pvt. Ltd (ST Carpet),"Kutu Bahal Galli ( near aradhana petrol pump), Kathmandu, Nepal",stcarpetnepal.wordpress.com/,"27.7091816461111,85.3323662281036",9802030759
Manufacturing & Industry,Industrial Automation,Software Shark Tech Pvt Ltd,"chabhil, Kathmandu, Nepal",www.geotrack.com.np,"27.716132,85.346541",9801333378
Manufacturing & Industry,Industrial Automation,Kritan Associates Pvt. Ltd.,"Kathmandu-32,Nepal, Kathmandu",www.kritan.com.np,"27.7020148349245,85.3265297412872",9801108552
Manufacturing & Industry,Industrial Automation,Odaan Innovations,"Patan Industrial Estate Lalitpur, Patan, Nepal",odaaninnovations.com.np,"27.6613833808564,85.3250781074707",9841630411
Manufacturing & Industry,Product Development,Mero Rug,"Babuchrriri marg, house no. 114, Shantinagar, Kathmandu, Nepal, Kathmandu",www.merorug.com,"27.6892948421128,85.3455197811127",9849087058
Manufacturing & Industry,Product Development,Caravan Readymade Company private limited,"Naya Thimi, Dakshinbarahi Marg,house no 21, Madhyapur Thimi, Nepal",www.caravan.com.np,"27.7027747576924,85.3365732729435",9851097552
Manufacturing & Industry,Product Development,M/s Mastana Mechanical Works(Regd.),"B-I -1226/3 Rajinder nagar Ludhina, Kathmandu, Nepal",www.mastanaintl.com,"27.9687112729817,82.4949645996094",9814011130
Manufacturing & Industry,Product Development,Caravan Readymade Company Private Limited,"Baburam Acharya Sadak,Setopul, Old Baneshwor,, Kathmandu, Nepal",www.caravan.com.np,"27.7027506947894,85.3368530268199",9851097552
Manufacturing & Industry,Product Development,Odaan Innovations,"Patan Industrial Estate Lalitpur, Patan, Nepal",odaaninnovations.com.np,"27.6613833808564,85.3250781074707",9841630411
Manufacturing & Industry,Product Development,Quality Fashion Enterprises Nepal,"Balkumari, Kathmandu, Nepal",www.qualityfashionnepal.com,"27.6704922987246,85.4104040265247",9851168289
Manufacturing & Industry,Factories,WINDHORSE CARPET MANUFACTURER PVT. LTD.,"Gokarneshwor-9, Attarkhel, Kathmandu, Nepal",www.windhorsecarpet.com.np,"27.7375835256191,85.3854204385807",9803601601
Manufacturing & Industry,Factories,Ananda plastic pvt.ltd,"manamaiju-8, Kathmandu, Nepal",http://anandaplastic.com,"27.756376249926,85.3020399955719",9851000578
Manufacturing & Industry,Factories,Sagun Readymade Udhyog,"Buddha Marg, Ghogapulchowk, Biratnagar-9, Biratnagar, Nepal",www.sagunreadymade.com,"26.4564661925691,87.283414453268",9812351399
Manufacturing & Industry,Factories,Omni Grain House,"Ghantaghar-10, Birgunj, Nepal",www.omniagro.biz,"27.0148358,84.878692",9855020121
Manufacturing & Industry,Factories,Unicorn Lubricants Pvt Ltd,"Ward No 19, Birgunj, Nepal",www.lubeoilnepal.com,"27,84.8666667",9804240070
Manufacturing & Industry,Industrial Supplies,Alucam Industries and Trading Pvt. Ltd,"Naya Bato, Hattiban, Lalitpur, Kathmandu, Nepal",www.alucamnepal.blogspot.com/,"27.6465434110748,85.3396432287991",9841154174
Manufacturing & Industry,Industrial Supplies,D.P.ENGINEERS,"A-12,LGF, Pandav Nager Complex, Ganesh Nager, Near Aggarwal Sweet, Delhi-110092 , Birganj, Nepal",http://www.dpengineer.co.in,"28.6352041144991,77.3066956710084",9871014210
Manufacturing & Industry,Industrial Supplies,LUMBINI VIDYUT UDYOG PVT. LTD.,"LUCKY TOWER TRIPURESHWOR, Kathmandu, Nepal",www.linepal.com,"27.6949205175125,85.3136179020386",9863165504
Manufacturing & Industry,Industrial Supplies,NEPAL FIRE AND SAFETY SOLUTIONS PVT. LTD.,"Shahid sukra marga, Teku, Kathmandu, Nepal",http://www.nepalfiress.com,"0,84.134994328125",9803662825
Manufacturing & Industry,Industrial Supplies,Unicorn Lubricants Pvt Ltd,"Ward No 19, Birgunj, Nepal",www.lubeoilnepal.com,"27,84.8666667",9804240070
Manufacturing & Industry,Industrial Premises,SQUARE TECHNOLOGY PVT. LTD.,"Munal path (Above Yamaha Showroom), Biratnagar, Nepal",www.squaretech.com.np,"26.468448,87.2784291",9801005554
Manufacturing & Industry,Industrial Premises,Muskan Interior Pvt. Ltd,"Head office kamladi (opposite of kathmandu plaza) sub branch (santinagar), Kathmandu, Nepal",muskaninterior.com.np,"27.7100866659492,85.3223235346377",9851036507
Manufacturing & Industry,Industrial Premises,Odaan Innovations,"Patan Industrial Estate Lalitpur, Patan, Nepal",odaaninnovations.com.np,"27.6613833808564,85.3250781074707",9841630411
Manufacturing & Industry,Science,National Academy of Geo & Space Sciece,"manbhawan-20, lalitpur, Patan, Nepal",nagss.org,"27.8360401772813,85.4118347167969",9841248010
Manufacturing & Industry,Firearms,Indrayani Motor Garage,"KhariBot, Vanasthali16, Kathmandu, Nepal",Indrayanimotors.com,"27.7319651256014,85.2921426529361",9841454628
Shopping,Clothing and Accessories,Add Link It Solution,"Bharatpur-3, Sheedchowk, Ratnanagar, Nepal",sabxa.com/,"27.6214437237756,84.5153646916151",9867854777
Shopping,Clothing and Accessories,Vision Concern Optics and Eye Clinic,"Lazimpat, Kathmandu, Opposite to Machapucchre Bank, Kathmandu, Nepal",http://www.visionconcern.com,"27.7253099983051,85.3226254507899",9851061108
Shopping,Clothing and Accessories,Big Shop Nepal,"Bhotebahal Kathmandu, Kathmandu, Nepal",www.facebook.com/bigsnepal,"27.6980961723586,85.3086826374512",9851246802
Shopping,Clothing and Accessories,PROM GIRL NEPAL,"Boudhanath Sadak, Gokarneshwor 44600, Nepal, Kathmandu",www.promgirlnepal.com,"27.7196364333256,85.3672977090912",9861016182
Shopping,Clothing and Accessories,Elegant Fashion,"Shop No 318, 3rd Floor, BishalBazar, NewRoad, Kathmandu, Nepal",www.elegantfashionnepal.com,"27.7046387971492,85.3095872999267",9816235720
Shopping,Clothing and Accessories,Bag/Suitcase Repair,"Thimi, Dakshinbarahi marg, Bhaktapur , Bhaktapur, Nepal",www.shiwakoti.com,"27.6691217306397,85.370553609607",9851097552
Shopping,Clothing and Accessories,Caravan Readymade Company private limited,"Naya Thimi, Dakshinbarahi Marg,house no 21, Madhyapur Thimi, Nepal",www.caravan.com.np,"27.7027747576924,85.3365732729435",9851097552
Shopping,Clothing and Accessories,Divya Suppliers and Distributions,"Bhotebahal,Kathmandu, Kathmandu, Nepal",www.facebook.com/dadspvtltd,"27.6976839916987,85.308454688656",9823155942
Shopping,Clothing and Accessories,Clovia Nepal,"Dhobichour-17, Kathmandu, Nepal",clovia-np.com,"27.7138277,85.3042111",9823051898
Shopping,Clothing and Accessories,Janaki Homestore,"Lekhnath Marg 77, Sarouchiya, Biratnagar, Nepal",janakifurniture.com,"26.457732770574,87.2736643455396",9802809000
Shopping,Clothing and Accessories,Neelez Fashion Boutique,"Kumaripati, Laltipur, Kathmandu, Nepal",facebook.com/neelezfashionboutique,"27.6699765,85.3195661",9862375917
Shopping,Clothing and Accessories,Online Saathi,"Koteshwor, Kathmandu, Nepal, Kathmandu",onlinesaathi.com/,"27.675568478385,85.3449495435791",9812370139
Shopping,Electrical Goods,Add Link It Solution,"Bharatpur-3, Sheedchowk, Ratnanagar, Nepal",sabxa.com/,"27.6214437237756,84.5153646916151",9867854777
Shopping,Electrical Goods,Pinnacle & Company Pvt Ltd,"Butwal-10, Kalikanagar, Rupandehi , Butwal, Nepal",www.facebook.com/pinnacle.company,"27.6714663090961,83.4650498628616",9857030382
Shopping,Electrical Goods,Computer Help Center(G.T.C. Pvt. Ltd),"New Baneshowor -34, Kathmandu, Nepal, Kathmandu",www.laptopsalesrepair.com/,"27.6909216112257,85.3367097974854",9851071847
Shopping,Electrical Goods,Crystal POWER,"Butwal-10, Kalikanagar, Rupandehi , Butwal, Nepal",www.crystalpwr.com,"27.6750631011893,83.4649638904564",9851103943
Shopping,Electrical Goods,Tesla Air Conditioner,"Saibaba Marg,Banasthali, Kathmandu, Nepal",www.tesla.com.np,"27.7268672,85.2978239",9801164367
Shopping,Electrical Goods,Oldpinch Online Shopping,"Bagdol-4, Lalitpur, Kathmandu, Nepal",www.oldpinch.com,"27.671152524845,85.3013441135863",9864478470
Shopping,Electrical Goods,D.P.ENGINEERS,"A-12,LGF, Pandav Nager Complex, Ganesh Nager, Near Aggarwal Sweet, Delhi-110092 , Birganj, Nepal",http://www.dpengineer.co.in,"28.6352041144991,77.3066956710084",9871014210
Shopping,Electrical Goods,Airwell Nepal Pvt. Ltd.,"Budhnagar, Kathmandu, Kathmandu, Nepal",www.wellnepaltreks.com,"27.7052882535991,85.289879241027",9808100093
Shopping,Electrical Goods,Big Shop Nepal,"Bhotebahal Kathmandu, Kathmandu, Nepal",www.facebook.com/bigsnepal,"27.6980961723586,85.3086826374512",9851246802
Shopping,Electrical Goods,Haatemaalo online shopping & classified,"New Road, Kathmandu, Nepal",www.haatemaalo.com,"27.9760148542672,85.3478599937819",9803150150
Shopping,Electrical Goods,Pokhara Total Facility Management Company PVT.LTD,"Naya bazar 9 pokhara, Pokhara, Nepal",www.pokharatfm.com.np,"28.2189536,83.9907238999999",9856034998
Shopping,Electrical Goods,Electro - Ref Tech Pvt. Ltd,"Kupondol, Lalitpur , Kathmandu, Nepal",electroreftech.com,"27.6881448108528,85.3162653836409",9818776832
Shopping,Electrical Goods,Allied Power Engineering,"Hetauda Industrial District, Hetauda-8, Makawanpur, Hetauda, Nepal",allied-power-engineering.business.site,"27.4086855753271,85.0283700227737",9802929349
Shopping,Electrical Goods,Singh Solutions P. Ltd.,"New Road, Kathmandu, Nepal",www.groupsingh.com,"27.7026429589667,85.3118218481541",9851089987
Shopping,Electrical Goods,Vision World,"C/o Ramit Emporium,Gaighat-2, Gaighat, Nepal",www.facebook.com/ramitemporium,"26.7921405345124,86.6979485750199",9852830280
Shopping,Home and Garden,Janaki Furniture - Janaki Steel Industries,"Biratnagar, Lekhnath Marg 77 , Sarouchiya, Biratnagar, Nepal",janakifurniture.com,"26.4577139160022,87.273656325145",9852022147
Shopping,Home and Garden,Cleaning Service Nepal,"Chabahil, Bhaktapur, Nepal",ne-np.facebook.com/dhalsafai/,"27.7171517009752,85.3466256277436",9861607898
Shopping,Home and Garden,Gupta Nursery,"Drivertole, Tilottama-4, Rupendehi, Nepal, Butwal",www.guptanursery.webs.com,"27.64437849381,83.4688897132874",9867226192
Shopping,Home and Garden,Axis Investment and Development Pvt. Ltd.,"Gairigaun, Tinkune, Kathmandu, Nepal",www.pasalnepal.com,"27.6883683443276,85.3485724499207",9851134183
Shopping,Home and Garden,Hk Traders,"lazimpat road, panipokhari,kathmandu, Kathmandu, Nepal",www.thehktraders.com,"27.7280581693439,85.3244309389265",9851014194
Shopping,Home and Garden,Dreams landscaping,"Kathmandu, Nepal, Kathmandu",www.guptanursery.webs.com,"27.6812478976397,85.318021774292",9867226192
Shopping,Home and Garden,Number One Pest Control Pvt. Ltd.,"Janapath-6, Butwal, Nepal",numberonepestcontrolnepal.com,"27.6986521131579,83.4671473503113",9857037895
Shopping,Home and Garden,S. T. Fabrics Pvt. Ltd (ST Carpet),"Kutu Bahal Galli ( near aradhana petrol pump), Kathmandu, Nepal",stcarpetnepal.wordpress.com/,"27.7091816461111,85.3323662281036",9802030759
Shopping,Home and Garden,Subha Sagun Wool Handicraft Industries,"Gongabu, Ganeshsthan, Kathmandu, Nepal",www.subhasagun.com,"27.8014247153874,85.1914215087891",9849924135
Shopping,Home and Garden,Osmo Solar water Heater,"Maharajgunj, Kathmandu, Nepal",shop.thehktraders.com,"27.7373207493648,85.3347037350876",9851014194
Shopping,Home and Garden,Creative Decor Pvt.Ltd,"446 Gairidhara Marga, Gairidhara, Kathmandu, Nepal",kitchennepal.com.np,"27.7174637478366,85.3260097076874",9841242808
Shopping,Home and Garden,Janaki Homestore,"Lekhnath Marg 77, Sarouchiya, Biratnagar, Nepal",janakifurniture.com,"26.457732770574,87.2736643455396",9802809000
Shopping,Home and Garden,New DK Suppliers,"Min Bhawan, Shanti Nagar Gate, Kathmandu, Nepal",www.ndksuppliers.com,"27.6870064635502,85.3424251824617",9851081558
Shopping,Home and Garden,Online Saathi,"Koteshwor, Kathmandu, Nepal, Kathmandu",onlinesaathi.com/,"27.675568478385,85.3449495435791",9812370139
Shopping,Home and Garden,Aircon Nepal Private Limited,"Tahachal, Soalteemod, Kathmandu, Nepal",www.airconnepal.com.np,"27.6998297223087,85.2912367615634",9802958402
Shopping,Home and Garden,Ex Gurkha Khukuri House,"Thamel-29, Kathmandu, Nepal",www.nepalkhukurihouse.com,"27.7147689625409,85.3112384676933",9841317812
Shopping,Hardware Stores,Prime Soft Services Pvt. Ltd.,"Milan Chowk, Butwal, Nepal",www.merogurukul.com,"27.6917247,83.4640962",9867157330
Shopping,Hardware Stores,Manakamana Trade And Senetary,"Bauniyan Bazaar Highway Road Kailali Nepal , Tikapur",www.manakamanatns.wordpress.com,"28.66067,81.0521",9868528726
Shopping,Hardware Stores,R.B. Enterprises,"Jawalakhel, Lalitpur , Patan, Nepal",www.facebook.com/rb-enterprises-2150295568547754/,"27.6732288649688,85.3140480816364",9851217336
Shopping,Hardware Stores,NEW KALPANA TRADERS,"dallu kathmandu, Kathmandu, Nepal",newkalpanatraders.com.np,"0,0",9841917909
Shopping,Hardware Stores,JAY TRADERS AND HARDWARES,"Surkhet Road, Nepalgunj, Nepal",www.jthardwares.com,"28.0703188892793,81.6303062438965",9858020016
Shopping,Shopping Centres,Swoyambhu Supermarket Pvt Ltd,"Ichangunarayan, Thulo Bharang, Swoyambhu, Kathmandu, Nepal",www.facebook.com/swoyambhu.sm,"27.7230237355464,85.2795171583252",9801177207
Shopping,Furniture,Janaki Furniture - Janaki Steel Industries,"Biratnagar, Lekhnath Marg 77 , Sarouchiya, Biratnagar, Nepal",janakifurniture.com,"26.4577139160022,87.273656325145",9852022147
Shopping,Furniture,Nepal Construction Mart,"Kupondole, Lalitpur, Kathmandu, Nepal",http://www.nepalconstructionmart.com,"27.6859697303361,85.3159403800964",9801188110
Shopping,Furniture,Janaki Homestore,"Lekhnath Marg 77, Sarouchiya, Biratnagar, Nepal",janakifurniture.com,"26.457732770574,87.2736643455396",9802809000
Shopping,Furniture,New DK Suppliers,"Min Bhawan, Shanti Nagar Gate, Kathmandu, Nepal",www.ndksuppliers.com,"27.6870064635502,85.3424251824617",9851081558
Shopping,Furniture,Online Saathi,"Koteshwor, Kathmandu, Nepal, Kathmandu",onlinesaathi.com/,"27.675568478385,85.3449495435791",9812370139
Shopping,Furniture,UNIO EXPORTS,"Thamel Center 312,Chaksibari Mark,infront of kathmandu guest house .ktm,Nepal., Kathmandu",www.unionepal.com,"27.7151289344669,85.3103962540627",9841385232
Shopping,Furniture,Aakarshan - The Furniture Shop,"Maharajgunj, Narayangopal Chowk, Kathmandu, Nepal",www.facebook.com/aakarshan.tfs,"27.7387992132931,85.3361580851448",9851063145
Shopping,Furniture,Home Zone Furniture & Furnishing,"Bhanu chowk, Janakpur, Janakpur, Nepal",www.homezonenepal.webs.com,"26.7324644977481,85.9339535236359",9800800008
Shopping,Furniture,Janaki Homestore,"Lekhnath Marg, Sarouchiya (West Of Mahabir Chowk), Biratnagar, Nepal",janakifurniture.com,"26.4577724290887,87.2736737394948",9802809000
Shopping,Furniture,Muskan Interior Pvt. Ltd,"Head office kamladi (opposite of kathmandu plaza) sub branch (santinagar), Kathmandu, Nepal",muskaninterior.com.np,"27.7100866659492,85.3223235346377",9851036507
Shopping,Jewellery,R. R. JEWELLERS,"Amrit Marg, Thamel, Kathmandu, Nepal",https://www.facebook.com/Jewellery.R.R/,"27.7139482,85.3123799",9803783436
Shopping,Jewellery,wholesalenepal Pvt Ltd WSN group,"PO Box 8974 - CPC 552, Kathmandu, Nepal",www.wholesalenepal.com,"27.7168966575856,85.3117884560879",9818677422
Shopping,Jewellery,Samyak International Pvt Ltd,"Bhaktapur, Bhaktapur, Nepal",handicraftshopsnepal.com/,"27.6677178140727,85.4290008544922",9849825407
Shopping,Jewellery,Buddhist Art Gallery,"Boudha, Kathmandu, Nepal",www.buddhistartgallery.org,"27.7224549135507,85.3603684902191",9851054428
Shopping,Jewellery,Nplmarket,"banasthali, Kathmandu, Nepal",www.nplmarket.com,"27.7216087613873,85.2946717618033",9823474650
Shopping,Jewellery,Wholesalers in Kathmandu,"720 Thamel Marg, Kathmandu, Nepal",www.onewholesale.asia,"27.7151556,85.3102194000001",9818677422
Shopping,Jewellery,Gahana stores,"Ghattekulo marg, Kathmandu, Nepal",www.gahanastores.com,"27.7024897872746,85.3284502029419",9851044771
Shopping,Jewellery,RedDoko,"Kathmandu, Kathmandu, Nepal",reddoko.com,"27.6966142545302,85.2881261875612",9801044204
Shopping,Jewellery,Himalayan crystal collection centre,"Thamel,kwabahal, Kathmandu, Nepal",www.himalayancrystalcollectioncentre.com,"27.7118132388302,85.311176130074",9841237635
Shopping,Jewellery,Top Brand Nepal WSN,"720 Thamel Margh, Kathmandu, Nepal",www.topbrandnepal.com,"27.7151556,85.3102194000001",9841815891
Shopping,Electronic Equipment,Add Link It Solution,"Bharatpur-3, Sheedchowk, Ratnanagar, Nepal",sabxa.com/,"27.6214437237756,84.5153646916151",9867854777
Shopping,Electronic Equipment,Tech Partners Nepal,"New Road, Samsung Galli (Durbarthok Marga), Pokhara, Pokhara, Nepal",www.techpartnersnepal.com.np,"28.2186510987859,83.9885258674622",9801024374
Shopping,Electronic Equipment,Nepal Construction Mart,"Kupondole, Lalitpur, Kathmandu, Nepal",http://www.nepalconstructionmart.com,"27.6859697303361,85.3159403800964",9801188110
Shopping,Electronic Equipment,Arun Smart Interactive Services,"Shantinagar-4, Nepal, Janakpur",www.asisnepal.blogspot.com,"26.7247793922509,85.9268510341644",9844431480
Shopping,Electronic Equipment,Oldpinch Online Shopping,"Bagdol-4, Lalitpur, Kathmandu, Nepal",www.oldpinch.com,"27.671152524845,85.3013441135863",9864478470
Shopping,Electronic Equipment,Archana Electronics Hub,"Gaur-1, Nagarpalikka Road, Rautahat, Nepal, Gaur",www.facebook.com/archanaelectronicshub,"26.5690902,86.5324925",9855040404
Shopping,Electronic Equipment,Airwell Nepal Pvt. Ltd.,"Budhnagar, Kathmandu, Kathmandu, Nepal",www.wellnepaltreks.com,"27.7052882535991,85.289879241027",9808100093
Shopping,Electronic Equipment,Electro - Ref Tech Pvt. Ltd,"Kupondol, Lalitpur , Kathmandu, Nepal",electroreftech.com,"27.6881448108528,85.3162653836409",9818776832
Shopping,Electronic Equipment,RemaxPokhara,"Arbind Complex, New Road-8, Kaski, Pokhara, Nepal",www.iremaxnepal.com.np,"28.2229597554936,83.9877935534525",9802823728
Shopping,Electronic Equipment,Singh Solutions P. Ltd.,"New Road, Kathmandu, Nepal",www.groupsingh.com,"27.7026429589667,85.3118218481541",9851089987
